feature1,feature2,class
0.4741287616944916,-0.8277900852306416,0
-0.227510606297545,0.6118068046579593,1
-0.6803780475494916,-0.20046710026843503,1
0.4450085893792622,-0.9196493402251966,0
-0.67223401514629,0.40251999251992804,1
0.6689099912348274,0.3741255446913816,1
0.6083975641511401,0.26432605398826187,1
-0.2958771687573478,-0.5213902054421913,1
-0.21016139275225307,-0.5127307841569455,1
-0.4551371760676119,0.23354574583725377,1
0.5585798385152021,-0.6041502641794277,1
-0.9298076040479224,-0.12133360945706742,1
0.8890952980222174,-0.15355827638728958,0
-0.3836973212253592,0.7084153120031533,1
-0.37389188995632466,-0.9037663318300135,0
-0.5805353560731084,-0.6571047921942712,0
0.3055307247839831,-0.541227634469462,1
-0.19687697003053062,-0.7189564867473373,1
0.24762937652464567,-0.6844912433534212,1
-0.7818045921794543,-0.06775907735681694,1
-0.5371465984731736,0.5189847832971423,1
-0.6452321910507399,-0.0775028511097339,1
0.11074732868042064,-0.8144122274871318,0
-0.4750698229297401,0.530116029822784,1
0.4539145570206179,-0.8129705485594981,0
0.1518063435319412,-0.9973273197928084,0
0.6671594182078385,-0.6115910734016468,0
0.5481352094495915,-0.42359418148328454,1
0.2644191678964992,0.5040830133571252,1
0.5990609524076883,0.3569618366974809,1
-0.5658989837707724,0.37492370590170737,1
0.4901564568260422,0.486231437766686,1
0.8432363907218794,-0.3082535411898814,0
0.35589908406459,0.729611870012016,1
-0.03366151235734599,-1.0128259367033805,0
-0.15187485377442098,-1.2304986945735117,0
1.0376007745896745,-0.47978749966371387,0
0.6756006425615939,0.2737531870440233,1
0.4186434461901964,-0.8551936684937433,0
-0.11518856653473772,-0.7024868996553069,1
0.556342760405268,0.2685102154363607,1
0.6260980075038699,0.2748975517633032,1
0.8473215795454787,-0.7755007275170438,0
0.6603458724659208,0.27503986053591256,1
0.5407302732363926,-0.4587123154012787,1
-0.5008442788347864,0.3563593243130521,1
0.08206447508158841,-0.7351389315848667,1
0.4878507839789586,-0.37022212172035224,1
0.4083084989267899,-0.7845371486546372,0
-0.39605846442509535,0.6798050774185623,1
0.9723043392652723,-0.35855684790462256,0
0.6388209482384685,-0.22492574061079976,1
-0.7514761763007923,0.2953017065466809,1
-0.06373098972650798,-0.6639248588824087,1
-0.619554751745482,-0.3403803959945766,1
0.14987625809435473,-0.5739020620527597,1
0.5208841856277239,-0.9656182075958357,0
-0.9911299159041193,-0.5344830077169973,0
0.6266052283273046,-0.1573049109806195,1
0.7750475517747268,0.25441942589751465,1
-0.1755239878405636,0.5839184857551913,1
-0.23547311964511972,-0.7293780204396231,1
-0.6878734460224355,-0.1884549754274658,1
-0.6043956900722328,-0.4469031931878379,1
-0.7302282477243891,-0.7683462320974774,0
0.6852004594477035,0.3773580097172593,1
-0.5804345276009514,0.30799762204133574,1
-0.42282247771472925,-0.9603573764010316,0
-0.05953870159034237,-0.7367632297632344,1
-0.10711979527698653,0.44562655076890584,1
0.3976054674810254,-0.6760086110253876,1
-0.6190650555269007,-0.24513598064196562,1
-0.7826529795082435,-0.33453503768788156,1
-0.9038535517597356,-0.5363839149459927,0
-0.36021376836730573,-0.9451970569646548,0
-0.7525525341638671,-0.010198181744105684,1
0.007928832928701668,-0.7775242638707225,1
0.15449376336026024,0.5327186102049198,1
-0.3176124092418921,-0.4875387381038367,1
0.39411079851398173,-0.7161668873261773,1
-0.9313098637355964,-0.2955511344775769,0
-0.527177761791962,-0.3987556167817037,1
-0.5598749438276351,-0.49599446371261147,1
0.9322818432448003,-0.4942411001501109,0
-0.7343190483729332,0.02174539554908242,1
-1.033273008478686,-0.43584247249430624,0
-0.805898328327949,-0.1275586476194026,0
-0.42544632178883857,-0.5494843943126008,1
0.8030808029473251,-0.44910633075767464,0
0.3480932560376141,0.5280530646617141,1
0.4328063412294034,-0.4433252405349641,1
-0.6841125553370413,0.10049707608311488,1
-0.2621271991763431,-0.5765847624187003,1
-0.08541684183751816,0.642916418735887,1
-0.5541852466902046,-0.019325211437285716,1
-0.3645390189454004,-1.0906496830768817,0
-0.1716448374251189,-0.7178042387756071,1
0.6975675102346803,0.275463910931776,1
0.18494114995928573,0.731219182670717,1
0.5562048787179235,-0.30237469750869,1
-0.6451361808550103,0.40463035122332724,1
-0.5228251946871015,0.3410760302787301,1
0.016533106957602628,0.5405190474426572,1
-0.6797114658502311,-0.12885304790019056,1
-0.8031636236769684,0.13769373974426255,1
0.11956623246939825,-0.8680337247246065,1
-0.7101442744858013,0.0374411062426928,1
0.33302034764961913,-0.6015651831403497,1
-0.8700440861365466,-0.03185305975127952,1
0.18818282086430083,-0.6549604878130308,1
-0.5178566141683378,0.021584706531805203,1
0.8315757582683196,-0.3403927160714723,1
-0.21197966048604772,-1.021163699859927,0
-0.43868307697734504,-0.5543420440154531,1
0.17569485368206628,-0.7114279132138948,1
0.9030881827970927,-0.7000467082286472,0
-0.2981123471359546,-0.4282665909658192,1
0.2590399644811314,0.5200425790975107,1
0.2795099014950681,-0.6555098445512065,1
-0.15926335835877933,-1.0748493357061253,0
-0.6164059236858916,-0.8074956783901617,0
-0.09039369599673391,0.5638212159074248,1
0.5034785971256401,0.5267357687437484,1
-0.3575241734962467,0.6318807826891532,1
0.5791094756001307,0.4648908163295083,1
0.7175702185980024,0.1568648202035881,1
0.7562700620135617,-0.5516175937501079,0
-0.5816460326924157,0.3687082771816726,1
-0.9810093418514662,-0.4654191862359808,0
0.14847557249609106,-0.8016105969474155,1
0.951836420257841,-0.1047711743506057,0
-1.0636938014960353,-0.14764353846098635,0
0.5290577583293714,0.32888186290016097,1
-0.7703393311416367,0.24617008508638127,1
-0.023197276468357023,-0.996577844406369,0
-0.44025911835006826,-0.7561719993658147,0
-0.7829708383143894,-0.4957682477466424,0
0.5307200048650081,-0.7280137422225436,0
0.4712690839882596,-0.04967549957015788,1
-0.0076896655673393335,0.6931254461612313,1
-0.6216614708340279,0.16724062650734225,1
0.724404152629189,-0.568242151089901,0
-0.6950190536994092,0.44918508094621235,1
0.8995222750180671,-0.6020669343033846,0
-0.7264747087356422,-0.3494342095940326,1
-0.7835134399319578,0.35681097968920156,1
-0.4570459363210849,-0.8675735742523226,0
-0.9861123302285001,-0.008639081100681796,0
0.8063462989820983,-0.6780854022458367,0
0.4257488666953283,-0.9154577879780688,0
0.3223846511747095,0.6441821218375502,1
-0.4119990219212621,-0.5392486826106243,1
-0.5131355659901841,0.4204795932321293,1
-1.034498827098271,-0.042030215173279914,0
0.5627898287154305,-0.7179841965942744,0
0.9536578491249676,-0.1386761848131501,0
-0.15509466488396276,-0.7037831254162985,1
-0.702538127873038,-0.24324358574674307,1
-0.16209901935585952,0.67123263414692,1
-0.6562772228752384,0.3070497878608794,1
0.38832025305807655,0.7027102664623518,1
-0.6831516081896798,0.3030914038158296,1
0.568607602437628,-0.39760816342055794,1
1.052436274725291,-0.07349104144777995,0
0.016060832591695773,-0.7841105543774061,1
0.2841677353818749,-1.0783693969635535,0
-0.9859691803742215,-0.2009538356999377,0
0.9715518789448786,-0.3735760734294428,0
0.8408179109223749,0.10330497304439959,1
0.49133211656321035,-0.6146754681094677,1
-0.6840734783763842,0.20867188954488547,1
0.42333641219084134,-0.8958037727323112,0
-0.12475304090784575,0.66571406160742,1
-0.4047619201144551,0.6830615306769605,1
0.8154568516110269,0.17162077445023677,1
-0.3542049040097213,-0.6617875734905532,1
0.6636897905558492,-0.32955192238350217,1
0.5152615161254555,0.32270509134067915,1
-0.6042692945541623,-0.12087798966904169,1
-0.2910743006109118,0.6421031198148827,1
-0.5343293019123996,-0.46284502831900787,1
-0.5031785861421256,0.29836301240114455,1
0.573968869097487,0.52036146174202,1
0.6857075220612909,0.3777598940463821,1
0.4895255412986139,-0.8035112128998418,1
0.45451911665126365,-0.9507481036126509,0
-1.0023387419136291,-0.044534432080604966,0
-0.30486688035077697,-0.5586195470458791,1
-0.8183666610788286,0.2195694538033194,1
-0.8016978131254107,-0.1559824502505092,0
-1.1326306935509238,-0.07522989921256978,0
0.6505589396796114,-0.04308086558215879,1
0.6474748874309043,0.16265236856910106,1
0.6430831607330266,0.04483131129613399,1
0.6501083541650743,-0.42286444789289646,1
0.24782561556201949,-0.5327038809129642,1
0.196096875935153,-0.9912108826632472,0
0.03245967333571888,-0.9600541097342592,0
-0.02076601837427501,-0.42287679915846144,1
0.13303287839717726,0.5951814271074303,1
-0.44481792038382784,0.5032174346987726,1
-0.7483348716524089,0.3488753010938004,1
0.45408869508997035,-0.890465859651806,0
-0.9439670944187217,-0.5638141035955989,0
-0.3058583326050657,0.645726899370351,1
-0.42269486636834236,-0.5799109635044577,1
0.7054547586201035,-0.5330693988200342,0
-0.06479631142552876,-0.951431784400441,0
0.8036090993683815,-0.14257198479931474,0
-0.4996274793448163,0.5452359955138121,1
0.2115732808197747,0.6502850203460552,1
0.9168379236700697,-0.1722652601542669,1
-0.8896579653082703,0.19096668714122744,1
0.8964276067252372,-0.21134595453374422,0
-0.5121396008262096,0.5027665175415257,1
0.31951246150963186,-0.8867032428291287,0
0.837935113923058,-0.5311492938437316,0
-0.4694638270276692,-0.7004882018067036,1
-0.56492036874069,-0.3479571725068829,1
-0.8573182553952335,-0.3461405624539392,1
0.8792369900757586,0.01359929989062702,1
-0.28161296393282137,0.5641710244461399,1
-0.7017133474008828,-0.47865895205029785,1
0.7143134149163296,-0.8972040836598316,0
-0.9234065296982525,-0.18526915937405192,0
-0.5594034867356829,-0.7573472057997611,0
-0.9170969731975241,-0.29529180444966163,0
0.9331742167428765,-0.30445131979962936,0
-0.2668080093819977,0.6424371517267825,1
-0.8422013107356273,-0.3676239216764624,0
0.49623127090668917,-0.7777015548853661,0
0.9153028863416173,0.04963466163104129,1
-0.9536943524912683,-0.2858140551101772,0
0.11257853376454548,0.6691159610435046,1
0.034505677262715126,-0.8310303741444067,1
0.09846874171336004,-0.5235442419024879,1
0.5157771489023673,-0.4264731558068911,1
0.7824829426033059,0.20983199614460812,1
-0.921198762804843,-0.4750038205142145,0
1.006008186906906,-0.1008857111494641,0
0.0511199433767337,0.6824614266926863,1
0.4180772511942191,-0.700908279008484,0
-0.3529427256010671,-1.0448787645473017,0
0.7265111124689253,0.16273889370606134,1
-0.7129866711107047,-0.5749040306812352,0
-1.0021562606206031,-0.3276344231889538,0
0.1653460015012972,-0.6537678232584815,1
0.8789020082079971,-0.3024105994274686,0
0.3744084918480289,0.7031707164215781,1
0.27460856864904437,-0.6118767778934937,1
-0.1496519855196511,-0.7243905395155278,1
0.5006086292418624,-0.37001937615532504,1
0.48584822720630544,0.07362841509986076,1
-0.9250437554433925,-0.2936475085321587,0
0.6920870245536497,-0.11361436531294986,1
-0.5800472504626634,0.19100983056655196,1
-0.37910150306629203,-0.8800279601576857,0
-0.7104397471026341,0.006763903043860181,1
-0.33450502052443426,0.7788544330531428,1
-0.5402072561147822,-0.26721441399434986,1
-0.8358908891723389,-0.3910996046642865,0
-0.5218644055785338,-0.4102148418276975,1
-0.553224566034474,-0.18027504098674382,1
-0.015453942410650595,0.6113488263565539,1
1.1140304056597499,-0.0681125707871156,0
-0.7691460083308379,-0.5117898645366958,0
-0.3644607973040611,0.5795039840893332,1
0.8524057777742908,-0.05381015683193764,1
-0.3347570249355862,0.6857190031478078,1
0.28056497934673136,0.49726889972703386,1
0.04990391342957151,-0.666799839458257,1
0.6181194674736856,0.17382905191209147,1
0.10643784717566729,0.7031738678535505,1
-0.6088599122044394,-0.8619682123633892,0
-0.8605403827901765,-0.5608160697522,0
-0.41439175225842123,-0.6452887873499265,1
-0.6095254130206719,-0.9141768050743847,0
-0.05126451700341534,-0.6563532033496297,1
-0.45977264519392425,-0.7016311223443444,1
-0.4328715960140286,-0.6602233807018807,1
0.5922550635823044,-0.6500929205246243,1
0.6027800825393496,-0.5682464311097245,0
-0.43378847921933783,-0.5268726947769873,1
0.11516420356726301,-0.9148560934887866,0
-0.4688104400828458,-0.5977273108822121,1
-0.918623197150995,-0.4468822513164308,0
-0.5235723393787627,-0.7298664057211749,0
0.7171367362646048,-0.7730129637249771,0
0.4961354860265897,0.429864712095693,1
-0.24518923601385675,0.896385171509025,1
0.13900311944881294,0.8060523695227316,1
0.6783943965205338,-0.4367132748578678,1
0.09394592561553036,-0.7663167686406425,1
1.0972292235550603,-0.2174717165218606,0
0.8178925305554032,-0.16697989710725722,1
-0.3185532285265537,0.6494238799060073,1
-0.5757327727329877,0.5132941964485004,1
-0.42392963027003794,-0.5852792822135694,1
-0.4461717559578777,-0.9377935996898246,0
-0.761724902278478,-0.35941415707520413,0
0.44541226578521154,0.2190418289614684,1
-0.1787383038888127,-0.6716890128272299,1
0.6969691299307327,-0.2250923715151199,1
-0.268917108202984,0.7033708572658701,1
0.2875967184776858,-0.8186668987106107,1
0.39077714104099465,-0.30600054189489634,1
-0.4539746542028321,0.571301907240704,1
0.8650393525511935,-0.22258289571850726,0
0.01652330202123832,-0.6681624913473885,1
0.47351623627614736,-0.7311337765454511,0
-0.6046677545984576,-0.5388837040515894,1
-0.7615352628418051,0.3112607055242252,1
-0.006748861586013004,-0.8261409975301153,1
0.37642749624074184,0.5299795336498776,1
0.7020448733418654,0.023598408223081457,1
-0.4619918188397153,0.33743335002270125,1
-0.11220335788938768,-0.6450594058192118,1
0.6113538727328903,0.2733557370340212,1
0.19544433113351684,-0.6990034838005692,1
-0.6414991459129044,-0.2332089264716541,1
-0.7683171970999705,-0.02869950868473204,0
0.6073226088203403,-0.4747030464661194,1
-0.541053617307817,-0.2704814937072695,1
-0.10234343180590108,-0.7313119925093333,1
